"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Open wound of neck, part unspecified"	"S11.9"	14	650546	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Open wound of thorax, part unspecified"	"S21.9"	30	650546	4.6
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Injury of heart, unspecified"	"S26.9"	14	650546	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Other injuries of lung"	"S27.3"	22	650546	3.4
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Unspecified injury of thorax"	"S29.9"	13	650546	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Open wound of other and unspecified parts of abdomen"	"S31.8"	10	650546	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Multiple open wounds, unspecified"	"T01.9"	65	650546	10.0
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Unspecified multiple injuries"	"T07"	64	650546	9.8
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Open wound of trunk, level unspecified"	"T09.1"	24	650546	3.7
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Unspecified injury of trunk, level unspecified"	"T09.9"	37	650546	5.7
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Open wound of unspecified body region"	"T14.1"	176	650546	27.1
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Injury, unspecified"	"T14.9"	60	650546	9.2
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Heroin"	"T40.1"	43	650546	6.6
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Other opioids"	"T40.2"	22	650546	3.4
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Other synthetic narcotics"	"T40.4"	121	650546	18.6
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Cocaine"	"T40.5"	21	650546	3.2
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Benzodiazepines"	"T42.4"	25	650546	3.8
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	66	650546	10.1
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	100	650546	15.4
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	21	650546	3.2
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Alcohol, unspecified"	"T51.9"	15	650546	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	69	650546	10.6
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	84	596362	14.1
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Intracranial injury, unspecified"	"S06.9"	15	596362	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	23	596362	3.9
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Open wound of neck, part unspecified"	"S11.9"	10	596362	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Open wound of thorax, part unspecified"	"S21.9"	26	596362	4.4
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Other injuries of lung"	"S27.3"	10	596362	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Multiple open wounds, unspecified"	"T01.9"	46	596362	7.7
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Unspecified multiple injuries"	"T07"	55	596362	9.2
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Unspecified injury of trunk, level unspecified"	"T09.9"	28	596362	4.7
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	126	596362	21.1
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Injury, unspecified"	"T14.9"	63	596362	10.6
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Heroin"	"T40.1"	44	596362	7.4
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Other opioids"	"T40.2"	28	596362	4.7
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Other synthetic narcotics"	"T40.4"	143	596362	24.0
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Cocaine"	"T40.5"	46	596362	7.7
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Benzodiazepines"	"T42.4"	26	596362	4.4
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	102	596362	17.1
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	146	596362	24.5
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	42	596362	7.0
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	51	596362	8.6
	"Alabama"	"01"	"2020"	"2020"	"35-44 years"	"35-44"	"Drowning and nonfatal submersion"	"T75.1"	18	596362	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	64	608174	10.5
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Intracranial injury, unspecified"	"S06.9"	14	608174	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	31	608174	5.1
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Open wound of thorax, part unspecified"	"S21.9"	16	608174	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Multiple open wounds, unspecified"	"T01.9"	22	608174	3.6
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Unspecified multiple injuries"	"T07"	44	608174	7.2
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Open wound of trunk, level unspecified"	"T09.1"	10	608174	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Unspecified injury of trunk, level unspecified"	"T09.9"	36	608174	5.9
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	79	608174	13.0
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Injury, unspecified"	"T14.9"	54	608174	8.9
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	21	608174	3.5
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Burn of unspecified body region, unspecified degree"	"T30.0"	10	608174	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Heroin"	"T40.1"	23	608174	3.8
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Other opioids"	"T40.2"	27	608174	4.4
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Other synthetic narcotics"	"T40.4"	83	608174	13.6
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Cocaine"	"T40.5"	46	608174	7.6
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Benzodiazepines"	"T42.4"	22	608174	3.6
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	83	608174	13.6
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	99	608174	16.3
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	23	608174	3.8
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Asphyxiation"	"T71"	37	608174	6.1
	"Alabama"	"01"	"2020"	"2020"	"45-54 years"	"45-54"	"Drowning and nonfatal submersion"	"T75.1"	11	608174	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	63	657281	9.6
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Traumatic subdural haemorrhage"	"S06.5"	12	657281	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Other intracranial injuries"	"S06.8"	12	657281	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Intracranial injury, unspecified"	"S06.9"	18	657281	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	36	657281	5.5
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Open wound of thorax, part unspecified"	"S21.9"	20	657281	3.0
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Multiple open wounds, unspecified"	"T01.9"	16	657281	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Unspecified multiple injuries"	"T07"	50	657281	7.6
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Unspecified injury of trunk, level unspecified"	"T09.9"	22	657281	3.3
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	62	657281	9.4
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Injury, unspecified"	"T14.9"	74	657281	11.3
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	37	657281	5.6
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Burn of unspecified body region, unspecified degree"	"T30.0"	10	657281	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Heroin"	"T40.1"	17	657281	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Other opioids"	"T40.2"	30	657281	4.6
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Other synthetic narcotics"	"T40.4"	54	657281	8.2
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Cocaine"	"T40.5"	33	657281	5.0
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Benzodiazepines"	"T42.4"	19	657281	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Psychostimulants with abuse potential"	"T43.6"	36	657281	5.5
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	71	657281	10.8
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	31	657281	4.7
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Alcohol, unspecified"	"T51.9"	11	657281	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Asphyxiation"	"T71"	21	657281	3.2
	"Alabama"	"01"	"2020"	"2020"	"55-64 years"	"55-64"	"Drowning and nonfatal submersion"	"T75.1"	19	657281	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Open wound of head, part unspecified"	"S01.9"	58	517717	11.2
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Traumatic subdural haemorrhage"	"S06.5"	22	517717	4.2
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Other intracranial injuries"	"S06.8"	10	517717	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Intracranial injury, unspecified"	"S06.9"	21	517717	4.1
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	30	517717	5.8
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Open wound of thorax, part unspecified"	"S21.9"	15	517717	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Fracture of neck of femur"	"S72.0"	11	517717	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Unspecified multiple injuries"	"T07"	31	517717	6.0
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Unspecified injury of trunk, level unspecified"	"T09.9"	17	517717	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Open wound of unspecified body region"	"T14.1"	43	517717	8.3
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Injury, unspecified"	"T14.9"	47	517717	9.1
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	49	517717	9.5
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Burn of unspecified body region, unspecified degree"	"T30.0"	11	517717	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	517717	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Other specified gases, fumes and vapours"	"T59.8"	20	517717	3.9
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Drowning and nonfatal submersion"	"T75.1"	12	517717	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"65-74 years"	"65-74"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	14	517717	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Open wound of head, part unspecified"	"S01.9"	50	263668	19.0
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Traumatic subdural haemorrhage"	"S06.5"	52	263668	19.7
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Other intracranial injuries"	"S06.8"	19	263668	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Intracranial injury, unspecified"	"S06.9"	13	263668	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Unspecified injury of head"	"S09.9"	32	263668	12.1
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Fracture of neck of femur"	"S72.0"	37	263668	14.0
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Fracture of femur, part unspecified"	"S72.9"	15	263668	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Unspecified multiple injuries"	"T07"	15	263668	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Unspecified injury of trunk, level unspecified"	"T09.9"	13	263668	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Open wound of unspecified body region"	"T14.1"	23	263668	8.7
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Injury, unspecified"	"T14.9"	43	263668	16.3
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	46	263668	17.4
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Burn of unspecified body region, unspecified degree"	"T30.0"	16	263668	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"75-84 years"	"75-84"	"Other specified gases, fumes and vapours"	"T59.8"	11	263668	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"85+ years"	"85+"	"Open wound of head, part unspecified"	"S01.9"	10	92859	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"85+ years"	"85+"	"Traumatic subdural haemorrhage"	"S06.5"	51	92859	54.9
	"Alabama"	"01"	"2020"	"2020"	"85+ years"	"85+"	"Other intracranial injuries"	"S06.8"	14	92859	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"85+ years"	"85+"	"Unspecified injury of head"	"S09.9"	17	92859	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"85+ years"	"85+"	"Fracture of neck of femur"	"S72.0"	84	92859	90.5
	"Alabama"	"01"	"2020"	"2020"	"85+ years"	"85+"	"Fracture of femur, part unspecified"	"S72.9"	22	92859	23.7
	"Alabama"	"01"	"2020"	"2020"	"85+ years"	"85+"	"Open wound of unspecified body region"	"T14.1"	12	92859	Unreliable
	"Alabama"	"01"	"2020"	"2020"	"85+ years"	"85+"	"Injury, unspecified"	"T14.9"	37	92859	39.8
	"Alabama"	"01"	"2020"	"2020"	"85+ years"	"85+"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	43	92859	46.3
	"Alaska"	"02"	"2020"	"2020"	"15-24 years"	"15-24"	"Open wound of head, part unspecified"	"S01.9"	31	95399	32.5
	"Alaska"	"02"	"2020"	"2020"	"15-24 years"	"15-24"	"Intracranial injury, unspecified"	"S06.9"	10	95399	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"15-24 years"	"15-24"	"Open wound of unspecified body region"	"T14.1"	20	95399	21.0
	"Alaska"	"02"	"2020"	"2020"	"15-24 years"	"15-24"	"Other synthetic narcotics"	"T40.4"	16	95399	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"15-24 years"	"15-24"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	18	95399	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"15-24 years"	"15-24"	"Asphyxiation"	"T71"	24	95399	25.2
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Open wound of head, part unspecified"	"S01.9"	27	116308	23.2
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Intracranial injury, unspecified"	"S06.9"	13	116308	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Unspecified injury of head"	"S09.9"	12	116308	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Open wound of trunk, level unspecified"	"T09.1"	10	116308	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Unspecified injury of trunk, level unspecified"	"T09.9"	14	116308	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Open wound of unspecified body region"	"T14.1"	37	116308	31.8
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Injury, unspecified"	"T14.9"	15	116308	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Heroin"	"T40.1"	12	116308	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Other synthetic narcotics"	"T40.4"	16	116308	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	27	116308	23.2
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	33	116308	28.4
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	16	116308	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	25	116308	21.5
	"Alaska"	"02"	"2020"	"2020"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	13	98141	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"35-44 years"	"35-44"	"Intracranial injury, unspecified"	"S06.9"	11	98141	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	17	98141	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"35-44 years"	"35-44"	"Unspecified injury of trunk, level unspecified"	"T09.9"	14	98141	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	15	98141	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"35-44 years"	"35-44"	"Injury, unspecified"	"T14.9"	13	98141	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"35-44 years"	"35-44"	"Heroin"	"T40.1"	10	98141	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"35-44 years"	"35-44"	"Other synthetic narcotics"	"T40.4"	22	98141	22.4
	"Alaska"	"02"	"2020"	"2020"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	27	98141	27.5
	"Alaska"	"02"	"2020"	"2020"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	39	98141	39.7
	"Alaska"	"02"	"2020"	"2020"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	19	98141	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	10	98141	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	12	83476	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	13	83476	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	25	83476	29.9
	"Alaska"	"02"	"2020"	"2020"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	28	83476	33.5
	"Alaska"	"02"	"2020"	"2020"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	15	83476	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"45-54 years"	"45-54"	"Hypothermia"	"T68"	10	83476	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	16	91536	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	21	91536	22.9
	"Alaska"	"02"	"2020"	"2020"	"55-64 years"	"55-64"	"Unspecified multiple injuries"	"T07"	10	91536	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"55-64 years"	"55-64"	"Unspecified injury of trunk, level unspecified"	"T09.9"	12	91536	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	16	91536	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"55-64 years"	"55-64"	"Injury, unspecified"	"T14.9"	11	91536	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"55-64 years"	"55-64"	"Other opioids"	"T40.2"	18	91536	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"55-64 years"	"55-64"	"Psychostimulants with abuse potential"	"T43.6"	15	91536	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	28	91536	30.6
	"Alaska"	"02"	"2020"	"2020"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	13	91536	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"55-64 years"	"55-64"	"Hypothermia"	"T68"	13	91536	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"65-74 years"	"65-74"	"Open wound of head, part unspecified"	"S01.9"	12	64158	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	13	64158	Unreliable
	"Alaska"	"02"	"2020"	"2020"	"65-74 years"	"65-74"	"Open wound of unspecified body region"	"T14.1"	17	64158	Unreliable
