"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Open wound of trunk, level unspecified"	"T09.1"	19	647229	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Unspecified injury of trunk, level unspecified"	"T09.9"	33	647229	5.1
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Open wound of unspecified body region"	"T14.1"	127	647229	19.6
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Injury, unspecified"	"T14.9"	60	647229	9.3
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Heroin"	"T40.1"	47	647229	7.3
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Other opioids"	"T40.2"	31	647229	4.8
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Methadone"	"T40.3"	10	647229	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Other synthetic narcotics"	"T40.4"	76	647229	11.7
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Cocaine"	"T40.5"	25	647229	3.9
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Benzodiazepines"	"T42.4"	16	647229	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	64	647229	9.9
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	96	647229	14.8
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	19	647229	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	53	647229	8.2
	"Alabama"	"01"	"2019"	"2019"	"25-34 years"	"25-34"	"Drowning and nonfatal submersion"	"T75.1"	11	647229	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	93	593306	15.7
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Intracranial injury, unspecified"	"S06.9"	23	593306	3.9
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	24	593306	4.0
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Open wound of thorax, part unspecified"	"S21.9"	29	593306	4.9
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Other injuries of lung"	"S27.3"	13	593306	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Unspecified injury of thorax"	"S29.9"	10	593306	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Multiple open wounds, unspecified"	"T01.9"	41	593306	6.9
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Unspecified multiple injuries"	"T07"	67	593306	11.3
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Open wound of trunk, level unspecified"	"T09.1"	12	593306	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Unspecified injury of trunk, level unspecified"	"T09.9"	34	593306	5.7
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	119	593306	20.1
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Injury, unspecified"	"T14.9"	61	593306	10.3
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Burn of unspecified body region, unspecified degree"	"T30.0"	14	593306	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Heroin"	"T40.1"	40	593306	6.7
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Other opioids"	"T40.2"	26	593306	4.4
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Methadone"	"T40.3"	10	593306	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Other synthetic narcotics"	"T40.4"	53	593306	8.9
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Cocaine"	"T40.5"	27	593306	4.6
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Benzodiazepines"	"T42.4"	25	593306	4.2
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	75	593306	12.6
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	119	593306	20.1
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	27	593306	4.6
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Other specified gases, fumes and vapours"	"T59.8"	12	593306	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	56	593306	9.4
	"Alabama"	"01"	"2019"	"2019"	"35-44 years"	"35-44"	"Drowning and nonfatal submersion"	"T75.1"	14	593306	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	76	616616	12.3
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Intracranial injury, unspecified"	"S06.9"	19	616616	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	40	616616	6.5
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Unspecified injury of neck"	"S19.9"	13	616616	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Open wound of thorax, part unspecified"	"S21.9"	26	616616	4.2
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Other injuries of lung"	"S27.3"	12	616616	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Multiple open wounds, unspecified"	"T01.9"	14	616616	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Unspecified multiple injuries"	"T07"	51	616616	8.3
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Unspecified injury of trunk, level unspecified"	"T09.9"	21	616616	3.4
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	77	616616	12.5
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Injury, unspecified"	"T14.9"	45	616616	7.3
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	19	616616	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Heroin"	"T40.1"	28	616616	4.5
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Other opioids"	"T40.2"	33	616616	5.4
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Other synthetic narcotics"	"T40.4"	43	616616	7.0
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Cocaine"	"T40.5"	23	616616	3.7
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Benzodiazepines"	"T42.4"	20	616616	3.2
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	54	616616	8.8
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	80	616616	13.0
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	24	616616	3.9
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Other specified gases, fumes and vapours"	"T59.8"	15	616616	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Asphyxiation"	"T71"	33	616616	5.4
	"Alabama"	"01"	"2019"	"2019"	"45-54 years"	"45-54"	"Drowning and nonfatal submersion"	"T75.1"	14	616616	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	72	657667	10.9
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Traumatic subdural haemorrhage"	"S06.5"	15	657667	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Intracranial injury, unspecified"	"S06.9"	21	657667	3.2
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	29	657667	4.4
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Unspecified injury of neck"	"S19.9"	11	657667	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Open wound of thorax, part unspecified"	"S21.9"	26	657667	4.0
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Unspecified injury of thorax"	"S29.9"	18	657667	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Multiple open wounds, unspecified"	"T01.9"	10	657667	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Unspecified multiple injuries"	"T07"	61	657667	9.3
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Unspecified injury of trunk, level unspecified"	"T09.9"	29	657667	4.4
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	64	657667	9.7
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Injury, unspecified"	"T14.9"	61	657667	9.3
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	25	657667	3.8
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Heroin"	"T40.1"	18	657667	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Other opioids"	"T40.2"	32	657667	4.9
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Other synthetic narcotics"	"T40.4"	22	657667	3.3
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Cocaine"	"T40.5"	25	657667	3.8
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Benzodiazepines"	"T42.4"	19	657667	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Psychostimulants with abuse potential"	"T43.6"	32	657667	4.9
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	71	657667	10.8
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	22	657667	3.3
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Asphyxiation"	"T71"	22	657667	3.3
	"Alabama"	"01"	"2019"	"2019"	"55-64 years"	"55-64"	"Drowning and nonfatal submersion"	"T75.1"	12	657667	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Open wound of head, part unspecified"	"S01.9"	64	501447	12.8
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Traumatic subdural haemorrhage"	"S06.5"	18	501447	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Other intracranial injuries"	"S06.8"	14	501447	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Intracranial injury, unspecified"	"S06.9"	18	501447	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	38	501447	7.6
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Fracture of neck, part unspecified"	"S12.9"	10	501447	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Open wound of thorax, part unspecified"	"S21.9"	13	501447	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Unspecified injury of thorax"	"S29.9"	10	501447	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Unspecified multiple injuries"	"T07"	36	501447	7.2
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Unspecified injury of trunk, level unspecified"	"T09.9"	14	501447	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Open wound of unspecified body region"	"T14.1"	55	501447	11.0
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Injury, unspecified"	"T14.9"	65	501447	13.0
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	44	501447	8.8
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Burn of unspecified body region, unspecified degree"	"T30.0"	11	501447	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Other opioids"	"T40.2"	10	501447	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	501447	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Drowning and nonfatal submersion"	"T75.1"	11	501447	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"65-74 years"	"65-74"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	11	501447	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Open wound of head, part unspecified"	"S01.9"	35	256847	13.6
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Traumatic subdural haemorrhage"	"S06.5"	52	256847	20.2
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Other intracranial injuries"	"S06.8"	17	256847	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Intracranial injury, unspecified"	"S06.9"	12	256847	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Unspecified injury of head"	"S09.9"	24	256847	9.3
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of neck, part unspecified"	"S12.9"	13	256847	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of neck of femur"	"S72.0"	34	256847	13.2
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of femur, part unspecified"	"S72.9"	11	256847	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Unspecified multiple injuries"	"T07"	18	256847	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Open wound of unspecified body region"	"T14.1"	27	256847	10.5
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Injury, unspecified"	"T14.9"	37	256847	14.4
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	50	256847	19.5
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Drowning and nonfatal submersion"	"T75.1"	10	256847	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"75-84 years"	"75-84"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	10	256847	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Open wound of head, part unspecified"	"S01.9"	18	91543	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Traumatic subdural haemorrhage"	"S06.5"	49	91543	53.5
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Other intracranial injuries"	"S06.8"	13	91543	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Unspecified injury of head"	"S09.9"	18	91543	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of neck of femur"	"S72.0"	72	91543	78.7
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of femur, part unspecified"	"S72.9"	18	91543	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Unspecified multiple injuries"	"T07"	10	91543	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Open wound of unspecified body region"	"T14.1"	11	91543	Unreliable
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Injury, unspecified"	"T14.9"	33	91543	36.0
	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	36	91543	39.3
	"Alaska"	"02"	"2019"	"2019"	"15-24 years"	"15-24"	"Open wound of head, part unspecified"	"S01.9"	27	96393	28.0
	"Alaska"	"02"	"2019"	"2019"	"15-24 years"	"15-24"	"Intracranial injury, unspecified"	"S06.9"	18	96393	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"15-24 years"	"15-24"	"Unspecified injury of head"	"S09.9"	17	96393	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"15-24 years"	"15-24"	"Unspecified multiple injuries"	"T07"	10	96393	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"15-24 years"	"15-24"	"Unspecified injury of trunk, level unspecified"	"T09.9"	11	96393	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"15-24 years"	"15-24"	"Open wound of unspecified body region"	"T14.1"	35	96393	36.3
	"Alaska"	"02"	"2019"	"2019"	"15-24 years"	"15-24"	"Injury, unspecified"	"T14.9"	11	96393	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"15-24 years"	"15-24"	"Asphyxiation"	"T71"	24	96393	24.9
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Open wound of head, part unspecified"	"S01.9"	33	117588	28.1
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Intracranial injury, unspecified"	"S06.9"	10	117588	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Unspecified injury of head"	"S09.9"	15	117588	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Unspecified multiple injuries"	"T07"	14	117588	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Unspecified injury of trunk, level unspecified"	"T09.9"	12	117588	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Open wound of unspecified body region"	"T14.1"	42	117588	35.7
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Injury, unspecified"	"T14.9"	13	117588	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Heroin"	"T40.1"	22	117588	18.7
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Other opioids"	"T40.2"	15	117588	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Other and unspecified narcotics"	"T40.6"	13	117588	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	30	117588	25.5
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	48	117588	40.8
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	25	117588	21.3
	"Alaska"	"02"	"2019"	"2019"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	28	117588	23.8
	"Alaska"	"02"	"2019"	"2019"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	15	95765	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	12	95765	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	30	95765	31.3
	"Alaska"	"02"	"2019"	"2019"	"35-44 years"	"35-44"	"Heroin"	"T40.1"	12	95765	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"35-44 years"	"35-44"	"Other opioids"	"T40.2"	14	95765	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"35-44 years"	"35-44"	"Other synthetic narcotics"	"T40.4"	10	95765	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"35-44 years"	"35-44"	"Benzodiazepines"	"T42.4"	11	95765	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	19	95765	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	37	95765	38.6
	"Alaska"	"02"	"2019"	"2019"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	13	95765	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"35-44 years"	"35-44"	"Hypothermia"	"T68"	12	95765	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	15	95765	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	22	85130	25.8
	"Alaska"	"02"	"2019"	"2019"	"45-54 years"	"45-54"	"Intracranial injury, unspecified"	"S06.9"	11	85130	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	12	85130	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	26	85130	30.5
	"Alaska"	"02"	"2019"	"2019"	"45-54 years"	"45-54"	"Injury, unspecified"	"T14.9"	11	85130	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	11	85130	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	23	85130	27.0
	"Alaska"	"02"	"2019"	"2019"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	13	85130	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	18	93339	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"55-64 years"	"55-64"	"Intracranial injury, unspecified"	"S06.9"	14	93339	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	18	93339	Unreliable
