"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2015"	"2015"	"25-34 years"	"25-34"	"Benzodiazepines"	"T42.4"	12	632726	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	89	632726	14.1
	"Alabama"	"01"	"2015"	"2015"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	15	632726	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	34	632726	5.4
	"Alabama"	"01"	"2015"	"2015"	"25-34 years"	"25-34"	"Drowning and nonfatal submersion"	"T75.1"	14	632726	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	89	602496	14.8
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Intracranial injury, unspecified"	"S06.9"	21	602496	3.5
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	26	602496	4.3
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Open wound of thorax, part unspecified"	"S21.9"	26	602496	4.3
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Multiple open wounds, unspecified"	"T01.9"	26	602496	4.3
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Unspecified multiple injuries"	"T07"	45	602496	7.5
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Unspecified injury of trunk, level unspecified"	"T09.9"	21	602496	3.5
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	97	602496	16.1
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Injury, unspecified"	"T14.9"	63	602496	10.5
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	14	602496	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Heroin"	"T40.1"	32	602496	5.3
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Other opioids"	"T40.2"	22	602496	3.7
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Other synthetic narcotics"	"T40.4"	21	602496	3.5
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Cocaine"	"T40.5"	10	602496	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Benzodiazepines"	"T42.4"	16	602496	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	12	602496	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	123	602496	20.4
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	25	602496	4.1
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Alcohol, unspecified"	"T51.9"	10	602496	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	27	602496	4.5
	"Alabama"	"01"	"2015"	"2015"	"35-44 years"	"35-44"	"Drowning and nonfatal submersion"	"T75.1"	14	602496	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	77	649442	11.9
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Intracranial injury, unspecified"	"S06.9"	23	649442	3.5
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	41	649442	6.3
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Open wound of thorax, part unspecified"	"S21.9"	21	649442	3.2
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Unspecified injury of thorax"	"S29.9"	11	649442	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Multiple open wounds, unspecified"	"T01.9"	21	649442	3.2
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Unspecified multiple injuries"	"T07"	62	649442	9.5
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Unspecified injury of trunk, level unspecified"	"T09.9"	26	649442	4.0
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	81	649442	12.5
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Injury, unspecified"	"T14.9"	56	649442	8.6
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	13	649442	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Heroin"	"T40.1"	19	649442	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Other opioids"	"T40.2"	27	649442	4.2
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Methadone"	"T40.3"	15	649442	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Other synthetic narcotics"	"T40.4"	14	649442	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Cocaine"	"T40.5"	13	649442	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Other and unspecified narcotics"	"T40.6"	12	649442	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Benzodiazepines"	"T42.4"	14	649442	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	11	649442	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	142	649442	21.9
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	23	649442	3.5
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Alcohol, unspecified"	"T51.9"	13	649442	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Other specified gases, fumes and vapours"	"T59.8"	19	649442	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Asphyxiation"	"T71"	35	649442	5.4
	"Alabama"	"01"	"2015"	"2015"	"45-54 years"	"45-54"	"Drowning and nonfatal submersion"	"T75.1"	13	649442	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	85	637997	13.3
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Traumatic subdural haemorrhage"	"S06.5"	11	637997	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Intracranial injury, unspecified"	"S06.9"	14	637997	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	26	637997	4.1
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Open wound of thorax, part unspecified"	"S21.9"	18	637997	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Unspecified injury of thorax"	"S29.9"	12	637997	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Multiple open wounds, unspecified"	"T01.9"	10	637997	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Unspecified multiple injuries"	"T07"	37	637997	5.8
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Unspecified injury of trunk, level unspecified"	"T09.9"	17	637997	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	59	637997	9.2
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Injury, unspecified"	"T14.9"	74	637997	11.6
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	30	637997	4.7
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Other opioids"	"T40.2"	18	637997	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	75	637997	11.8
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	15	637997	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Other specified gases, fumes and vapours"	"T59.8"	14	637997	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Asphyxiation"	"T71"	26	637997	4.1
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Drowning and nonfatal submersion"	"T75.1"	11	637997	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Infection following a procedure, not elsewhere classified"	"T81.4"	10	637997	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"55-64 years"	"55-64"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	15	637997	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Open wound of head, part unspecified"	"S01.9"	48	450273	10.7
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Traumatic subdural haemorrhage"	"S06.5"	19	450273	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Other intracranial injuries"	"S06.8"	11	450273	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Intracranial injury, unspecified"	"S06.9"	17	450273	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	15	450273	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Fracture of neck of femur"	"S72.0"	12	450273	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Unspecified multiple injuries"	"T07"	38	450273	8.4
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Unspecified injury of trunk, level unspecified"	"T09.9"	14	450273	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Open wound of unspecified body region"	"T14.1"	38	450273	8.4
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Injury, unspecified"	"T14.9"	44	450273	9.8
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	47	450273	10.4
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	450273	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Other specified gases, fumes and vapours"	"T59.8"	10	450273	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Asphyxiation"	"T71"	10	450273	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Drowning and nonfatal submersion"	"T75.1"	15	450273	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"65-74 years"	"65-74"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	24	450273	5.3
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Open wound of head, part unspecified"	"S01.9"	25	228450	10.9
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Traumatic subdural haemorrhage"	"S06.5"	37	228450	16.2
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Other intracranial injuries"	"S06.8"	11	228450	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Unspecified injury of head"	"S09.9"	19	228450	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Fracture of neck of femur"	"S72.0"	44	228450	19.3
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Unspecified multiple injuries"	"T07"	15	228450	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Open wound of unspecified body region"	"T14.1"	26	228450	11.4
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Injury, unspecified"	"T14.9"	26	228450	11.4
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	54	228450	23.6
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Other complications of procedures, not elsewhere classified"	"T81.8"	10	228450	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"75-84 years"	"75-84"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	17	228450	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Open wound of head, part unspecified"	"S01.9"	18	85439	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Traumatic subdural haemorrhage"	"S06.5"	35	85439	41.0
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Other intracranial injuries"	"S06.8"	14	85439	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Unspecified injury of head"	"S09.9"	22	85439	25.7
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Fracture of neck, part unspecified"	"S12.9"	12	85439	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Fracture of neck of femur"	"S72.0"	95	85439	111.2
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Fracture of femur, part unspecified"	"S72.9"	12	85439	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Open wound of unspecified body region"	"T14.1"	11	85439	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Injury, unspecified"	"T14.9"	44	85439	51.5
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	68	85439	79.6
	"Alaska"	"02"	"2015"	"2015"	"15-24 years"	"15-24"	"Open wound of head, part unspecified"	"S01.9"	29	110527	26.2
	"Alaska"	"02"	"2015"	"2015"	"15-24 years"	"15-24"	"Intracranial injury, unspecified"	"S06.9"	15	110527	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"15-24 years"	"15-24"	"Unspecified injury of trunk, level unspecified"	"T09.9"	11	110527	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"15-24 years"	"15-24"	"Open wound of unspecified body region"	"T14.1"	30	110527	27.1
	"Alaska"	"02"	"2015"	"2015"	"15-24 years"	"15-24"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	17	110527	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"15-24 years"	"15-24"	"Asphyxiation"	"T71"	22	110527	19.9
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Open wound of head, part unspecified"	"S01.9"	21	120486	17.4
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Intracranial injury, unspecified"	"S06.9"	13	120486	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Unspecified injury of head"	"S09.9"	15	120486	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Unspecified injury of trunk, level unspecified"	"T09.9"	12	120486	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Open wound of unspecified body region"	"T14.1"	29	120486	24.1
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Injury, unspecified"	"T14.9"	10	120486	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Heroin"	"T40.1"	16	120486	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Other opioids"	"T40.2"	13	120486	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	10	120486	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	28	120486	23.2
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	10	120486	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	13	120486	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Drowning and nonfatal submersion"	"T75.1"	11	120486	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	13	90156	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	22	90156	24.4
	"Alaska"	"02"	"2015"	"2015"	"35-44 years"	"35-44"	"Injury, unspecified"	"T14.9"	10	90156	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	21	90156	23.3
	"Alaska"	"02"	"2015"	"2015"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	13	90156	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	14	90156	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	16	94440	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"45-54 years"	"45-54"	"Intracranial injury, unspecified"	"S06.9"	10	94440	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	17	94440	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	18	94440	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"45-54 years"	"45-54"	"Other opioids"	"T40.2"	12	94440	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	26	94440	27.5
	"Alaska"	"02"	"2015"	"2015"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	18	94440	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"45-54 years"	"45-54"	"Asphyxiation"	"T71"	12	94440	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	13	93624	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	17	93624	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"55-64 years"	"55-64"	"Other opioids"	"T40.2"	11	93624	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	19	93624	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	11	93624	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"55-64 years"	"55-64"	"Hypothermia"	"T68"	10	93624	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"75-84 years"	"75-84"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	17	17545	Unreliable
	"Arizona"	"04"	"2015"	"2015"	"< 1 year"	"1"	"Asphyxiation"	"T71"	23	86440	26.6
	"Arizona"	"04"	"2015"	"2015"	"1-4 years"	"1-4"	"Unspecified injury of head"	"S09.9"	14	342804	Unreliable
	"Arizona"	"04"	"2015"	"2015"	"1-4 years"	"1-4"	"Drowning and nonfatal submersion"	"T75.1"	18	342804	Unreliable
	"Arizona"	"04"	"2015"	"2015"	"5-14 years"	"5-14"	"Unspecified multiple injuries"	"T07"	10	917797	Unreliable
	"Arizona"	"04"	"2015"	"2015"	"5-14 years"	"5-14"	"Asphyxiation"	"T71"	10	917797	Unreliable
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Open wound of head, part unspecified"	"S01.9"	94	948243	9.9
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Unspecified injury of head"	"S09.9"	58	948243	6.1
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Unspecified injury of neck"	"S19.9"	10	948243	Unreliable
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Open wound of thorax, part unspecified"	"S21.9"	13	948243	Unreliable
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Multiple open wounds, unspecified"	"T01.9"	30	948243	3.2
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Unspecified multiple injuries"	"T07"	74	948243	7.8
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Open wound of trunk, level unspecified"	"T09.1"	20	948243	2.1
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Unspecified injury of trunk, level unspecified"	"T09.9"	13	948243	Unreliable
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Open wound of unspecified body region"	"T14.1"	143	948243	15.1
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Injury, unspecified"	"T14.9"	23	948243	2.4
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Heroin"	"T40.1"	47	948243	5.0
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Other opioids"	"T40.2"	19	948243	Unreliable
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Methadone"	"T40.3"	11	948243	Unreliable
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Benzodiazepines"	"T42.4"	18	948243	Unreliable
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Psychostimulants with abuse potential"	"T43.6"	30	948243	3.2
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	67	948243	7.1
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Asphyxiation"	"T71"	66	948243	7.0
	"Arizona"	"04"	"2015"	"2015"	"15-24 years"	"15-24"	"Drowning and nonfatal submersion"	"T75.1"	12	948243	Unreliable
	"Arizona"	"04"	"2015"	"2015"	"25-34 years"	"25-34"	"Open wound of head, part unspecified"	"S01.9"	104	913645	11.4
	"Arizona"	"04"	"2015"	"2015"	"25-34 years"	"25-34"	"Unspecified injury of head"	"S09.9"	59	913645	6.5
