"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2017"	"2017"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	48	640302	7.5
	"Alabama"	"01"	"2017"	"2017"	"25-34 years"	"25-34"	"Drowning and nonfatal submersion"	"T75.1"	14	640302	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	96	591795	16.2
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Intracranial injury, unspecified"	"S06.9"	29	591795	4.9
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	38	591795	6.4
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Open wound of neck, part unspecified"	"S11.9"	12	591795	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Open wound of thorax, part unspecified"	"S21.9"	29	591795	4.9
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Other injuries of lung"	"S27.3"	20	591795	3.4
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Multiple open wounds, unspecified"	"T01.9"	29	591795	4.9
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Unspecified multiple injuries"	"T07"	55	591795	9.3
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Open wound of trunk, level unspecified"	"T09.1"	12	591795	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Unspecified injury of trunk, level unspecified"	"T09.9"	26	591795	4.4
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	120	591795	20.3
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Injury, unspecified"	"T14.9"	57	591795	9.6
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Heroin"	"T40.1"	34	591795	5.7
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Other opioids"	"T40.2"	23	591795	3.9
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Other synthetic narcotics"	"T40.4"	53	591795	9.0
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Cocaine"	"T40.5"	30	591795	5.1
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Benzodiazepines"	"T42.4"	21	591795	3.5
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Other and unspecified antidepressants"	"T43.2"	11	591795	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	38	591795	6.4
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	138	591795	23.3
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	21	591795	3.5
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Other specified gases, fumes and vapours"	"T59.8"	11	591795	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	38	591795	6.4
	"Alabama"	"01"	"2017"	"2017"	"35-44 years"	"35-44"	"Drowning and nonfatal submersion"	"T75.1"	16	591795	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	87	636632	13.7
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Intracranial injury, unspecified"	"S06.9"	25	636632	3.9
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	25	636632	3.9
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Open wound of thorax, part unspecified"	"S21.9"	18	636632	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Other injuries of lung"	"S27.3"	12	636632	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Multiple open wounds, unspecified"	"T01.9"	18	636632	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Unspecified multiple injuries"	"T07"	61	636632	9.6
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Unspecified injury of trunk, level unspecified"	"T09.9"	37	636632	5.8
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	82	636632	12.9
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Injury, unspecified"	"T14.9"	44	636632	6.9
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	16	636632	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Heroin"	"T40.1"	25	636632	3.9
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Other opioids"	"T40.2"	43	636632	6.8
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Methadone"	"T40.3"	11	636632	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Other synthetic narcotics"	"T40.4"	41	636632	6.4
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Cocaine"	"T40.5"	35	636632	5.5
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Benzodiazepines"	"T42.4"	29	636632	4.6
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	34	636632	5.3
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	125	636632	19.6
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	27	636632	4.2
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Alcohol, unspecified"	"T51.9"	11	636632	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Asphyxiation"	"T71"	40	636632	6.3
	"Alabama"	"01"	"2017"	"2017"	"45-54 years"	"45-54"	"Drowning and nonfatal submersion"	"T75.1"	11	636632	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	83	650545	12.8
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Intracranial injury, unspecified"	"S06.9"	12	650545	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	37	650545	5.7
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Open wound of thorax, part unspecified"	"S21.9"	30	650545	4.6
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Unspecified injury of thorax"	"S29.9"	17	650545	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Unspecified multiple injuries"	"T07"	49	650545	7.5
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Unspecified injury of trunk, level unspecified"	"T09.9"	25	650545	3.8
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	79	650545	12.1
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Injury, unspecified"	"T14.9"	73	650545	11.2
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	32	650545	4.9
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Burn of unspecified body region, unspecified degree"	"T30.0"	13	650545	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Heroin"	"T40.1"	14	650545	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Other opioids"	"T40.2"	29	650545	4.5
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Other synthetic narcotics"	"T40.4"	23	650545	3.5
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Cocaine"	"T40.5"	25	650545	3.8
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Benzodiazepines"	"T42.4"	23	650545	3.5
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	62	650545	9.5
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	15	650545	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Asphyxiation"	"T71"	24	650545	3.7
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Drowning and nonfatal submersion"	"T75.1"	20	650545	3.1
	"Alabama"	"01"	"2017"	"2017"	"55-64 years"	"55-64"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	13	650545	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Open wound of head, part unspecified"	"S01.9"	72	477332	15.1
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Traumatic subdural haemorrhage"	"S06.5"	14	477332	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Intracranial injury, unspecified"	"S06.9"	15	477332	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	28	477332	5.9
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Open wound of thorax, part unspecified"	"S21.9"	13	477332	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Unspecified injury of thorax"	"S29.9"	14	477332	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Fracture of neck of femur"	"S72.0"	17	477332	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Unspecified multiple injuries"	"T07"	29	477332	6.1
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Unspecified injury of trunk, level unspecified"	"T09.9"	15	477332	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Open wound of unspecified body region"	"T14.1"	50	477332	10.5
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Injury, unspecified"	"T14.9"	62	477332	13.0
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	47	477332	9.8
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Burn of unspecified body region, unspecified degree"	"T30.0"	10	477332	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	16	477332	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Other specified gases, fumes and vapours"	"T59.8"	13	477332	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Asphyxiation"	"T71"	11	477332	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Drowning and nonfatal submersion"	"T75.1"	10	477332	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"65-74 years"	"65-74"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	12	477332	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Open wound of head, part unspecified"	"S01.9"	32	238260	13.4
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Traumatic subdural haemorrhage"	"S06.5"	22	238260	9.2
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Other intracranial injuries"	"S06.8"	12	238260	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Intracranial injury, unspecified"	"S06.9"	16	238260	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Unspecified injury of head"	"S09.9"	23	238260	9.7
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Fracture of rib"	"S22.3"	10	238260	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Fracture of neck of femur"	"S72.0"	43	238260	18.0
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Unspecified multiple injuries"	"T07"	22	238260	9.2
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Open wound of unspecified body region"	"T14.1"	14	238260	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Injury, unspecified"	"T14.9"	40	238260	16.8
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	57	238260	23.9
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Drowning and nonfatal submersion"	"T75.1"	10	238260	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"75-84 years"	"75-84"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	13	238260	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	"Traumatic subdural haemorrhage"	"S06.5"	25	88179	28.4
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	"Unspecified injury of head"	"S09.9"	17	88179	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	"Fracture of neck, part unspecified"	"S12.9"	10	88179	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	"Fracture of neck of femur"	"S72.0"	91	88179	103.2
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	"Fracture of femur, part unspecified"	"S72.9"	22	88179	24.9
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	"Unspecified multiple injuries"	"T07"	13	88179	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	"Open wound of unspecified body region"	"T14.1"	13	88179	Unreliable
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	"Injury, unspecified"	"T14.9"	34	88179	38.6
	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	59	88179	66.9
	"Alaska"	"02"	"2017"	"2017"	"15-24 years"	"15-24"	"Open wound of head, part unspecified"	"S01.9"	34	101519	33.5
	"Alaska"	"02"	"2017"	"2017"	"15-24 years"	"15-24"	"Intracranial injury, unspecified"	"S06.9"	16	101519	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"15-24 years"	"15-24"	"Unspecified injury of head"	"S09.9"	15	101519	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"15-24 years"	"15-24"	"Open wound of unspecified body region"	"T14.1"	35	101519	34.5
	"Alaska"	"02"	"2017"	"2017"	"15-24 years"	"15-24"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	101519	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"15-24 years"	"15-24"	"Asphyxiation"	"T71"	19	101519	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"15-24 years"	"15-24"	"Drowning and nonfatal submersion"	"T75.1"	11	101519	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Open wound of head, part unspecified"	"S01.9"	28	120215	23.3
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Intracranial injury, unspecified"	"S06.9"	10	120215	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Unspecified injury of head"	"S09.9"	18	120215	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Unspecified injury of trunk, level unspecified"	"T09.9"	20	120215	16.6
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Open wound of unspecified body region"	"T14.1"	33	120215	27.5
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Injury, unspecified"	"T14.9"	10	120215	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Heroin"	"T40.1"	15	120215	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Other opioids"	"T40.2"	12	120215	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Other synthetic narcotics"	"T40.4"	12	120215	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	22	120215	18.3
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	38	120215	31.6
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	24	120215	20.0
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Hypothermia"	"T68"	11	120215	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	25	120215	20.8
	"Alaska"	"02"	"2017"	"2017"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	16	93212	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	12	93212	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"35-44 years"	"35-44"	"Unspecified injury of trunk, level unspecified"	"T09.9"	10	93212	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	22	93212	23.6
	"Alaska"	"02"	"2017"	"2017"	"35-44 years"	"35-44"	"Heroin"	"T40.1"	11	93212	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"35-44 years"	"35-44"	"Other opioids"	"T40.2"	11	93212	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	20	93212	21.5
	"Alaska"	"02"	"2017"	"2017"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	34	93212	36.5
	"Alaska"	"02"	"2017"	"2017"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	13	93212	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"35-44 years"	"35-44"	"Hypothermia"	"T68"	10	93212	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	14	93212	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	17	91285	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	17	91285	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"45-54 years"	"45-54"	"Unspecified multiple injuries"	"T07"	12	91285	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"45-54 years"	"45-54"	"Unspecified injury of trunk, level unspecified"	"T09.9"	16	91285	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	24	91285	26.3
	"Alaska"	"02"	"2017"	"2017"	"45-54 years"	"45-54"	"Other opioids"	"T40.2"	15	91285	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"45-54 years"	"45-54"	"Benzodiazepines"	"T42.4"	11	91285	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	23	91285	25.2
	"Alaska"	"02"	"2017"	"2017"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	37	91285	40.5
	"Alaska"	"02"	"2017"	"2017"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	13	91285	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	16	95366	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	14	95366	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	20	95366	21.0
	"Alaska"	"02"	"2017"	"2017"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	18	95366	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	11	55904	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"65-74 years"	"65-74"	"Open wound of unspecified body region"	"T14.1"	11	55904	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"75-84 years"	"75-84"	"Unspecified injury of head"	"S09.9"	10	20122	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"75-84 years"	"75-84"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	14	20122	Unreliable
