"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Open wound of thorax, part unspecified"	"S21.9"	24	643540	3.7
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Injury of thoracic aorta"	"S25.0"	12	643540	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Other injuries of lung"	"S27.3"	25	643540	3.9
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Unspecified injury of thorax"	"S29.9"	13	643540	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Injury of liver or gallbladder"	"S36.1"	13	643540	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Multiple open wounds, unspecified"	"T01.9"	53	643540	8.2
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Unspecified multiple injuries"	"T07"	52	643540	8.1
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Open wound of trunk, level unspecified"	"T09.1"	22	643540	3.4
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Unspecified injury of trunk, level unspecified"	"T09.9"	38	643540	5.9
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Open wound of unspecified body region"	"T14.1"	150	643540	23.3
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Injury, unspecified"	"T14.9"	62	643540	9.6
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Heroin"	"T40.1"	44	643540	6.8
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Other opioids"	"T40.2"	22	643540	3.4
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Other synthetic narcotics"	"T40.4"	41	643540	6.4
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Cocaine"	"T40.5"	21	643540	3.3
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Benzodiazepines"	"T42.4"	16	643540	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	44	643540	6.8
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	96	643540	14.9
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	23	643540	3.6
	"Alabama"	"01"	"2018"	"2018"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	56	643540	8.7
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	90	592302	15.2
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Intracranial injury, unspecified"	"S06.9"	11	592302	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	30	592302	5.1
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Open wound of thorax, part unspecified"	"S21.9"	26	592302	4.4
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Injury of heart, unspecified"	"S26.9"	11	592302	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Other injuries of lung"	"S27.3"	16	592302	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Multiple open wounds, unspecified"	"T01.9"	37	592302	6.2
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Unspecified multiple injuries"	"T07"	52	592302	8.8
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Open wound of trunk, level unspecified"	"T09.1"	13	592302	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Unspecified injury of trunk, level unspecified"	"T09.9"	31	592302	5.2
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	100	592302	16.9
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Injury, unspecified"	"T14.9"	55	592302	9.3
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Heroin"	"T40.1"	43	592302	7.3
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Other opioids"	"T40.2"	33	592302	5.6
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Methadone"	"T40.3"	12	592302	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Other synthetic narcotics"	"T40.4"	52	592302	8.8
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Cocaine"	"T40.5"	27	592302	4.6
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Benzodiazepines"	"T42.4"	21	592302	3.5
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	56	592302	9.5
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	115	592302	19.4
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	27	592302	4.6
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Other specified gases, fumes and vapours"	"T59.8"	14	592302	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	59	592302	10.0
	"Alabama"	"01"	"2018"	"2018"	"35-44 years"	"35-44"	"Drowning and nonfatal submersion"	"T75.1"	10	592302	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	74	627458	11.8
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Intracranial injury, unspecified"	"S06.9"	20	627458	3.2
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	37	627458	5.9
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Open wound of thorax, part unspecified"	"S21.9"	19	627458	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Other injuries of lung"	"S27.3"	10	627458	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Multiple open wounds, unspecified"	"T01.9"	18	627458	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Unspecified multiple injuries"	"T07"	46	627458	7.3
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Unspecified injury of trunk, level unspecified"	"T09.9"	38	627458	6.1
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	75	627458	12.0
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Injury, unspecified"	"T14.9"	49	627458	7.8
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	14	627458	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Heroin"	"T40.1"	24	627458	3.8
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Other opioids"	"T40.2"	37	627458	5.9
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Other synthetic narcotics"	"T40.4"	19	627458	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Cocaine"	"T40.5"	22	627458	3.5
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Benzodiazepines"	"T42.4"	21	627458	3.3
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	35	627458	5.6
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	97	627458	15.5
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	17	627458	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Alcohol, unspecified"	"T51.9"	11	627458	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"45-54 years"	"45-54"	"Asphyxiation"	"T71"	31	627458	4.9
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	84	655179	12.8
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Traumatic subdural haemorrhage"	"S06.5"	14	655179	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Intracranial injury, unspecified"	"S06.9"	24	655179	3.7
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	36	655179	5.5
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Open wound of thorax, part unspecified"	"S21.9"	19	655179	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Unspecified injury of thorax"	"S29.9"	12	655179	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Multiple open wounds, unspecified"	"T01.9"	19	655179	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Unspecified multiple injuries"	"T07"	61	655179	9.3
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Unspecified injury of trunk, level unspecified"	"T09.9"	26	655179	4.0
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	71	655179	10.8
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Injury, unspecified"	"T14.9"	54	655179	8.2
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	41	655179	6.3
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Burn of unspecified body region, unspecified degree"	"T30.0"	11	655179	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Heroin"	"T40.1"	13	655179	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Other opioids"	"T40.2"	27	655179	4.1
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Other synthetic narcotics"	"T40.4"	22	655179	3.4
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Cocaine"	"T40.5"	19	655179	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Benzodiazepines"	"T42.4"	19	655179	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Psychostimulants with abuse potential"	"T43.6"	23	655179	3.5
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	70	655179	10.7
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	22	655179	3.4
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Other specified gases, fumes and vapours"	"T59.8"	13	655179	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Asphyxiation"	"T71"	22	655179	3.4
	"Alabama"	"01"	"2018"	"2018"	"55-64 years"	"55-64"	"Drowning and nonfatal submersion"	"T75.1"	18	655179	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Open wound of head, part unspecified"	"S01.9"	64	487721	13.1
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Traumatic subdural haemorrhage"	"S06.5"	19	487721	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Other intracranial injuries"	"S06.8"	11	487721	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Intracranial injury, unspecified"	"S06.9"	14	487721	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	27	487721	5.5
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Open wound of thorax, part unspecified"	"S21.9"	13	487721	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Fracture of neck of femur"	"S72.0"	13	487721	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Multiple open wounds, unspecified"	"T01.9"	11	487721	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Unspecified multiple injuries"	"T07"	37	487721	7.6
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Unspecified injury of trunk, level unspecified"	"T09.9"	19	487721	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Open wound of unspecified body region"	"T14.1"	42	487721	8.6
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Injury, unspecified"	"T14.9"	49	487721	10.0
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	48	487721	9.8
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	19	487721	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Asphyxiation"	"T71"	10	487721	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Drowning and nonfatal submersion"	"T75.1"	10	487721	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"65-74 years"	"65-74"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	10	487721	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Open wound of head, part unspecified"	"S01.9"	24	249308	9.6
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Traumatic subdural haemorrhage"	"S06.5"	44	249308	17.6
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Other intracranial injuries"	"S06.8"	12	249308	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Intracranial injury, unspecified"	"S06.9"	11	249308	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Unspecified injury of head"	"S09.9"	32	249308	12.8
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Fracture of neck of femur"	"S72.0"	27	249308	10.8
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Unspecified multiple injuries"	"T07"	24	249308	9.6
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Unspecified injury of trunk, level unspecified"	"T09.9"	19	249308	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Open wound of unspecified body region"	"T14.1"	19	249308	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Injury, unspecified"	"T14.9"	42	249308	16.8
	"Alabama"	"01"	"2018"	"2018"	"75-84 years"	"75-84"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	40	249308	16.0
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Open wound of head, part unspecified"	"S01.9"	15	89865	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Traumatic subdural haemorrhage"	"S06.5"	32	89865	35.6
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Traumatic subarachnoid haemorrhage"	"S06.6"	11	89865	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Other intracranial injuries"	"S06.8"	21	89865	23.4
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Intracranial injury, unspecified"	"S06.9"	10	89865	Unreliable
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Unspecified injury of head"	"S09.9"	22	89865	24.5
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Fracture of neck of femur"	"S72.0"	85	89865	94.6
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Fracture of femur, part unspecified"	"S72.9"	21	89865	23.4
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Injury, unspecified"	"T14.9"	22	89865	24.5
	"Alabama"	"01"	"2018"	"2018"	"85+ years"	"85+"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	46	89865	51.2
	"Alaska"	"02"	"2018"	"2018"	"15-24 years"	"15-24"	"Open wound of head, part unspecified"	"S01.9"	27	99263	27.2
	"Alaska"	"02"	"2018"	"2018"	"15-24 years"	"15-24"	"Intracranial injury, unspecified"	"S06.9"	12	99263	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"15-24 years"	"15-24"	"Open wound of unspecified body region"	"T14.1"	27	99263	27.2
	"Alaska"	"02"	"2018"	"2018"	"15-24 years"	"15-24"	"Asphyxiation"	"T71"	13	99263	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Open wound of head, part unspecified"	"S01.9"	26	118865	21.9
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Intracranial injury, unspecified"	"S06.9"	11	118865	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Unspecified injury of head"	"S09.9"	17	118865	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Open wound of trunk, level unspecified"	"T09.1"	13	118865	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Unspecified injury of trunk, level unspecified"	"T09.9"	17	118865	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Open wound of unspecified body region"	"T14.1"	31	118865	26.1
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Injury, unspecified"	"T14.9"	17	118865	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Heroin"	"T40.1"	10	118865	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	14	118865	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	23	118865	19.3
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	10	118865	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	30	118865	25.2
	"Alaska"	"02"	"2018"	"2018"	"25-34 years"	"25-34"	"Drowning and nonfatal submersion"	"T75.1"	14	118865	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	14	94650	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	15	94650	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"35-44 years"	"35-44"	"Unspecified injury of trunk, level unspecified"	"T09.9"	11	94650	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	21	94650	22.2
	"Alaska"	"02"	"2018"	"2018"	"35-44 years"	"35-44"	"Injury, unspecified"	"T14.9"	12	94650	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	21	94650	22.2
	"Alaska"	"02"	"2018"	"2018"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	26	94650	27.5
	"Alaska"	"02"	"2018"	"2018"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	22	94650	23.2
	"Alaska"	"02"	"2018"	"2018"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	13	94650	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	12	88117	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	20	88117	22.7
	"Alaska"	"02"	"2018"	"2018"	"45-54 years"	"45-54"	"Unspecified injury of trunk, level unspecified"	"T09.9"	10	88117	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	16	88117	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"45-54 years"	"45-54"	"Other opioids"	"T40.2"	12	88117	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	18	88117	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	27	88117	30.6
	"Alaska"	"02"	"2018"	"2018"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	14	88117	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"45-54 years"	"45-54"	"Hypothermia"	"T68"	11	88117	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"45-54 years"	"45-54"	"Asphyxiation"	"T71"	12	88117	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"45-54 years"	"45-54"	"Drowning and nonfatal submersion"	"T75.1"	15	88117	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	14	94602	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Intracranial injury, unspecified"	"S06.9"	10	94602	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	15	94602	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Unspecified multiple injuries"	"T07"	11	94602	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Unspecified injury of trunk, level unspecified"	"T09.9"	16	94602	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	17	94602	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Injury, unspecified"	"T14.9"	10	94602	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Other opioids"	"T40.2"	11	94602	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Psychostimulants with abuse potential"	"T43.6"	13	94602	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	24	94602	25.4
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	12	94602	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Hypothermia"	"T68"	11	94602	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"55-64 years"	"55-64"	"Drowning and nonfatal submersion"	"T75.1"	16	94602	Unreliable
	"Alaska"	"02"	"2018"	"2018"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	11	58555	Unreliable
