"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2016"	"2016"	"15-24 years"	"15-24"	"Injury, unspecified"	"T14.9"	61	653876	9.3
	"Alabama"	"01"	"2016"	"2016"	"15-24 years"	"15-24"	"Heroin"	"T40.1"	13	653876	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"15-24 years"	"15-24"	"Other synthetic narcotics"	"T40.4"	20	653876	3.1
	"Alabama"	"01"	"2016"	"2016"	"15-24 years"	"15-24"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	36	653876	5.5
	"Alabama"	"01"	"2016"	"2016"	"15-24 years"	"15-24"	"Asphyxiation"	"T71"	26	653876	4.0
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Open wound of head, part unspecified"	"S01.9"	89	637487	14.0
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Intracranial injury, unspecified"	"S06.9"	30	637487	4.7
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Unspecified injury of head"	"S09.9"	40	637487	6.3
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Open wound of neck, part unspecified"	"S11.9"	14	637487	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Open wound of thorax, part unspecified"	"S21.9"	22	637487	3.5
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Other injuries of lung"	"S27.3"	20	637487	3.1
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Unspecified injury of thorax"	"S29.9"	13	637487	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Injury of liver or gallbladder"	"S36.1"	11	637487	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Multiple open wounds, unspecified"	"T01.9"	67	637487	10.5
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Unspecified multiple injuries"	"T07"	100	637487	15.7
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Open wound of trunk, level unspecified"	"T09.1"	15	637487	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Unspecified injury of trunk, level unspecified"	"T09.9"	37	637487	5.8
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Open wound of unspecified body region"	"T14.1"	142	637487	22.3
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Injury, unspecified"	"T14.9"	78	637487	12.2
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Heroin"	"T40.1"	51	637487	8.0
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Other opioids"	"T40.2"	18	637487	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Other synthetic narcotics"	"T40.4"	57	637487	8.9
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Cocaine"	"T40.5"	22	637487	3.5
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Benzodiazepines"	"T42.4"	18	637487	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	11	637487	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	123	637487	19.3
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	14	637487	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Alcohol, unspecified"	"T51.9"	10	637487	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	40	637487	6.3
	"Alabama"	"01"	"2016"	"2016"	"25-34 years"	"25-34"	"Drowning and nonfatal submersion"	"T75.1"	15	637487	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	87	595713	14.6
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Intracranial injury, unspecified"	"S06.9"	14	595713	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	39	595713	6.5
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Open wound of thorax, part unspecified"	"S21.9"	26	595713	4.4
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Unspecified injury of thorax"	"S29.9"	13	595713	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Multiple open wounds, unspecified"	"T01.9"	42	595713	7.1
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Unspecified multiple injuries"	"T07"	76	595713	12.8
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Unspecified injury of trunk, level unspecified"	"T09.9"	31	595713	5.2
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	110	595713	18.5
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Injury, unspecified"	"T14.9"	68	595713	11.4
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Heroin"	"T40.1"	40	595713	6.7
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Other opioids"	"T40.2"	26	595713	4.4
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Other synthetic narcotics"	"T40.4"	44	595713	7.4
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Cocaine"	"T40.5"	29	595713	4.9
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Benzodiazepines"	"T42.4"	22	595713	3.7
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	19	595713	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	122	595713	20.5
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	17	595713	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Other specified gases, fumes and vapours"	"T59.8"	12	595713	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	32	595713	5.4
	"Alabama"	"01"	"2016"	"2016"	"35-44 years"	"35-44"	"Drowning and nonfatal submersion"	"T75.1"	13	595713	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	90	644018	14.0
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Intracranial injury, unspecified"	"S06.9"	15	644018	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	38	644018	5.9
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Open wound of thorax, part unspecified"	"S21.9"	28	644018	4.3
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Multiple open wounds, unspecified"	"T01.9"	15	644018	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Unspecified multiple injuries"	"T07"	68	644018	10.6
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Unspecified injury of trunk, level unspecified"	"T09.9"	31	644018	4.8
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	66	644018	10.2
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Injury, unspecified"	"T14.9"	74	644018	11.5
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	25	644018	3.9
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Heroin"	"T40.1"	11	644018	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Other opioids"	"T40.2"	26	644018	4.0
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Other synthetic narcotics"	"T40.4"	22	644018	3.4
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Cocaine"	"T40.5"	15	644018	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	16	644018	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	93	644018	14.4
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	19	644018	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Alcohol, unspecified"	"T51.9"	12	644018	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Other specified gases, fumes and vapours"	"T59.8"	12	644018	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Asphyxiation"	"T71"	31	644018	4.8
	"Alabama"	"01"	"2016"	"2016"	"45-54 years"	"45-54"	"Drowning and nonfatal submersion"	"T75.1"	10	644018	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	69	645092	10.7
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Traumatic subdural haemorrhage"	"S06.5"	17	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Intracranial injury, unspecified"	"S06.9"	21	645092	3.3
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	27	645092	4.2
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Open wound of thorax, part unspecified"	"S21.9"	25	645092	3.9
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Unspecified multiple injuries"	"T07"	43	645092	6.7
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Unspecified injury of trunk, level unspecified"	"T09.9"	18	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	65	645092	10.1
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Injury, unspecified"	"T14.9"	65	645092	10.1
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	35	645092	5.4
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Burn of unspecified body region, unspecified degree"	"T30.0"	10	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Heroin"	"T40.1"	13	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Other opioids"	"T40.2"	16	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Methadone"	"T40.3"	11	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Other synthetic narcotics"	"T40.4"	13	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Cocaine"	"T40.5"	15	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Benzodiazepines"	"T42.4"	10	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Psychostimulants with abuse potential"	"T43.6"	11	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	66	645092	10.2
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	14	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Alcohol, unspecified"	"T51.9"	10	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Other specified gases, fumes and vapours"	"T59.8"	20	645092	3.1
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Asphyxiation"	"T71"	25	645092	3.9
	"Alabama"	"01"	"2016"	"2016"	"55-64 years"	"55-64"	"Drowning and nonfatal submersion"	"T75.1"	13	645092	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Open wound of head, part unspecified"	"S01.9"	57	464669	12.3
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Traumatic subdural haemorrhage"	"S06.5"	14	464669	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Other intracranial injuries"	"S06.8"	12	464669	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Intracranial injury, unspecified"	"S06.9"	22	464669	4.7
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	32	464669	6.9
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Open wound of thorax, part unspecified"	"S21.9"	12	464669	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Fracture of neck of femur"	"S72.0"	19	464669	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Unspecified multiple injuries"	"T07"	33	464669	7.1
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Unspecified injury of trunk, level unspecified"	"T09.9"	20	464669	4.3
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Open wound of unspecified body region"	"T14.1"	42	464669	9.0
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Injury, unspecified"	"T14.9"	51	464669	11.0
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	42	464669	9.0
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Burn of unspecified body region, unspecified degree"	"T30.0"	10	464669	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	22	464669	4.7
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Other specified gases, fumes and vapours"	"T59.8"	20	464669	4.3
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Asphyxiation"	"T71"	10	464669	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"65-74 years"	"65-74"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	10	464669	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Open wound of head, part unspecified"	"S01.9"	40	233129	17.2
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Traumatic subdural haemorrhage"	"S06.5"	34	233129	14.6
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Unspecified injury of head"	"S09.9"	21	233129	9.0
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Fracture of neck of femur"	"S72.0"	42	233129	18.0
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Fracture of femur, part unspecified"	"S72.9"	11	233129	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Unspecified multiple injuries"	"T07"	24	233129	10.3
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Open wound of unspecified body region"	"T14.1"	30	233129	12.9
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Injury, unspecified"	"T14.9"	41	233129	17.6
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	47	233129	20.2
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Drowning and nonfatal submersion"	"T75.1"	11	233129	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"75-84 years"	"75-84"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	18	233129	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Open wound of head, part unspecified"	"S01.9"	11	86753	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Traumatic subdural haemorrhage"	"S06.5"	24	86753	27.7
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Other intracranial injuries"	"S06.8"	11	86753	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Unspecified injury of head"	"S09.9"	18	86753	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Fracture of other and unspecified parts of lumbar spine and pelvis"	"S32.8"	12	86753	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Fracture of neck of femur"	"S72.0"	86	86753	99.1
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Fracture of femur, part unspecified"	"S72.9"	14	86753	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Open wound of unspecified body region"	"T14.1"	10	86753	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Injury, unspecified"	"T14.9"	24	86753	27.7
	"Alabama"	"01"	"2016"	"2016"	"85+ years"	"85+"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	41	86753	47.3
	"Alaska"	"02"	"2016"	"2016"	"15-24 years"	"15-24"	"Open wound of head, part unspecified"	"S01.9"	32	105364	30.4
	"Alaska"	"02"	"2016"	"2016"	"15-24 years"	"15-24"	"Intracranial injury, unspecified"	"S06.9"	14	105364	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"15-24 years"	"15-24"	"Unspecified injury of head"	"S09.9"	17	105364	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"15-24 years"	"15-24"	"Unspecified multiple injuries"	"T07"	14	105364	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"15-24 years"	"15-24"	"Unspecified injury of trunk, level unspecified"	"T09.9"	13	105364	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"15-24 years"	"15-24"	"Open wound of unspecified body region"	"T14.1"	33	105364	31.3
	"Alaska"	"02"	"2016"	"2016"	"15-24 years"	"15-24"	"Injury, unspecified"	"T14.9"	15	105364	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"15-24 years"	"15-24"	"Asphyxiation"	"T71"	20	105364	19.0
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Open wound of head, part unspecified"	"S01.9"	37	120453	30.7
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Intracranial injury, unspecified"	"S06.9"	14	120453	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Unspecified injury of head"	"S09.9"	16	120453	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Open wound of trunk, level unspecified"	"T09.1"	13	120453	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Unspecified injury of trunk, level unspecified"	"T09.9"	11	120453	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Open wound of unspecified body region"	"T14.1"	50	120453	41.5
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Injury, unspecified"	"T14.9"	15	120453	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Heroin"	"T40.1"	16	120453	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Other opioids"	"T40.2"	13	120453	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	14	120453	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	30	120453	24.9
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	13	120453	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	20	120453	16.6
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Drowning and nonfatal submersion"	"T75.1"	13	120453	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	18	92145	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	26	92145	28.2
	"Alaska"	"02"	"2016"	"2016"	"35-44 years"	"35-44"	"Heroin"	"T40.1"	13	92145	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"35-44 years"	"35-44"	"Other opioids"	"T40.2"	13	92145	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	11	92145	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	27	92145	29.3
	"Alaska"	"02"	"2016"	"2016"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	17	92145	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	19	92145	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"35-44 years"	"35-44"	"Drowning and nonfatal submersion"	"T75.1"	14	92145	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	12	94167	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	11	94167	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	16	94167	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"45-54 years"	"45-54"	"Other opioids"	"T40.2"	13	94167	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	16	94167	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	28	94167	29.7
	"Alaska"	"02"	"2016"	"2016"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	18	94167	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"45-54 years"	"45-54"	"Hypothermia"	"T68"	11	94167	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	10	95322	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	12	95322	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"55-64 years"	"55-64"	"Unspecified multiple injuries"	"T07"	12	95322	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"55-64 years"	"55-64"	"Unspecified injury of trunk, level unspecified"	"T09.9"	11	95322	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	12	95322	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"55-64 years"	"55-64"	"Injury, unspecified"	"T14.9"	11	95322	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"55-64 years"	"55-64"	"Psychostimulants with abuse potential"	"T43.6"	11	95322	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	21	95322	22.0
	"Alaska"	"02"	"2016"	"2016"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	11	95322	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"55-64 years"	"55-64"	"Hypothermia"	"T68"	11	95322	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	11	52387	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"65-74 years"	"65-74"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	11	52387	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"75-84 years"	"75-84"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	19	18399	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"85+ years"	"85+"	"Unspecified injury of head"	"S09.9"	11	6420	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"85+ years"	"85+"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	17	6420	Unreliable
	"Arizona"	"04"	"2016"	"2016"	"< 1 year"	"1"	"Asphyxiation"	"T71"	21	87702	23.9
	"Arizona"	"04"	"2016"	"2016"	"1-4 years"	"1-4"	"Unspecified injury of head"	"S09.9"	14	351617	Unreliable
	"Arizona"	"04"	"2016"	"2016"	"1-4 years"	"1-4"	"Drowning and nonfatal submersion"	"T75.1"	21	351617	6.0
	"Arizona"	"04"	"2016"	"2016"	"5-14 years"	"5-14"	"Asphyxiation"	"T71"	10	913181	Unreliable
